Start,Time_Start,End,Time_End,Location,Type,Place
11/21/2012,21:08:59,11/21/2012,21:09:39,Toilet,Flush,Bathroom
11/21/2012,21:10:20,11/21/2012,21:10:23,Door,PIR,Bedroom
11/21/2012,21:10:36,11/21/2012,21:10:38,Door,PIR,Bedroom
11/21/2012,21:11:08,11/21/2012,21:11:11,Door,PIR,Living
11/21/2012,21:13:23,11/21/2012,21:13:26,Door,PIR,Living
11/21/2012,21:13:43,11/21/2012,21:13:46,Door,PIR,Kitchen
11/21/2012,21:14:10,11/21/2012,21:14:12,Door,PIR,Kitchen
11/21/2012,21:14:18,11/21/2012,21:14:21,Door,PIR,Living
11/21/2012,21:18:03,11/21/2012,21:18:07,Door,PIR,Living
11/21/2012,21:18:13,11/21/2012,21:18:22,Maindoor,Magnetic,Entrance
11/22/2012,1:40:09,11/22/2012,1:40:16,Maindoor,Magnetic,Entrance
11/22/2012,1:40:42,11/22/2012,1:40:44,Door,PIR,Kitchen
11/22/2012,1:42:08,11/22/2012,1:42:26,Fridge,Magnetic,Kitchen
11/22/2012,1:42:46,11/22/2012,1:42:48,Door,PIR,Kitchen
11/22/2012,1:45:37,11/22/2012,1:45:42,Door,PIR,Bedroom
11/22/2012,1:47:05,11/22/2012,1:47:09,Door,PIR,Bedroom
11/22/2012,1:47:24,11/22/2012,1:47:43,Basin,PIR,Bathroom
11/22/2012,1:52:15,11/22/2012,1:52:18,Door,PIR,Living
11/22/2012,1:54:14,11/22/2012,1:54:17,Door,PIR,Living
11/22/2012,1:55:36,11/22/2012,1:55:39,Door,PIR,Bedroom
11/22/2012,1:56:15,11/22/2012,6:23:16,Bed,Pressure,Bedroom
11/22/2012,6:23:36,11/22/2012,6:23:39,Door,PIR,Bedroom
11/22/2012,6:25:49,11/22/2012,6:25:57,Door,PIR,Bedroom
11/22/2012,9:29:14,11/22/2012,10:09:49,Bed,Pressure,Bedroom
11/22/2012,10:11:45,11/22/2012,10:11:48,Door,PIR,Bedroom
11/22/2012,10:16:28,11/22/2012,10:17:37,Toilet,Flush,Bathroom
11/22/2012,10:17:10,11/22/2012,10:17:13,Door,PIR,Living
11/22/2012,10:19:15,11/22/2012,10:19:18,Door,PIR,Living
11/22/2012,10:19:52,11/22/2012,10:19:55,Door,PIR,Kitchen
11/22/2012,10:20:26,11/22/2012,10:20:49,Fridge,Magnetic,Kitchen
11/22/2012,10:24:01,11/22/2012,10:24:30,Fridge,Magnetic,Kitchen
11/22/2012,10:25:07,11/22/2012,10:26:06,Cupboard,Magnetic,Kitchen
11/22/2012,10:42:16,11/22/2012,10:42:25,Door,PIR,Kitchen
11/22/2012,10:45:10,11/22/2012,10:45:13,Door,PIR,Living
11/22/2012,10:52:01,11/22/2012,10:52:04,Door,PIR,Living
11/22/2012,10:52:55,11/22/2012,10:52:58,Door,PIR,Bedroom
11/22/2012,10:59:43,11/22/2012,10:59:45,Door,PIR,Bedroom
11/22/2012,11:02:27,11/22/2012,11:02:29,Door,PIR,Kitchen
11/22/2012,11:09:03,11/22/2012,11:09:13,Cupboard,Magnetic,Kitchen
11/22/2012,11:10:27,11/22/2012,11:10:30,Door,PIR,Kitchen
11/22/2012,11:11:37,11/22/2012,11:11:41,Door,PIR,Living
11/22/2012,11:12:00,11/22/2012,11:55:53,Seat,Pressure,Living
11/22/2012,11:56:06,11/22/2012,11:56:09,Door,PIR,Living
11/22/2012,11:56:41,11/22/2012,11:56:42,Door,PIR,Kitchen
11/22/2012,11:56:44,11/22/2012,11:56:49,Fridge,Magnetic,Kitchen
11/22/2012,12:09:05,11/22/2012,12:09:07,Door,PIR,Kitchen
11/22/2012,12:20:26,11/22/2012,12:31:26,Basin,PIR,Bathroom
11/22/2012,12:38:15,11/22/2012,12:38:18,Door,PIR,Living
11/22/2012,12:39:11,11/22/2012,12:45:37,Seat,Pressure,Living
11/22/2012,12:45:38,11/22/2012,12:45:40,Door,PIR,Living
11/22/2012,12:46:55,11/22/2012,12:46:57,Door,PIR,Living
11/22/2012,13:05:18,11/22/2012,13:05:21,Door,PIR,Living
11/22/2012,13:17:41,11/22/2012,13:17:46,Door,PIR,Living
11/22/2012,13:18:14,11/22/2012,14:55:56,Seat,Pressure,Living
11/22/2012,14:55:59,11/22/2012,14:56:01,Door,PIR,Living
11/22/2012,14:56:12,11/22/2012,14:56:15,Door,PIR,Kitchen
11/22/2012,15:02:21,11/22/2012,15:02:23,Door,PIR,Kitchen
11/22/2012,15:04:40,11/22/2012,15:05:38,Toilet,Flush,Bathroom
11/22/2012,15:05:51,11/22/2012,15:05:53,Door,PIR,Kitchen
11/22/2012,15:06:24,11/22/2012,15:07:23,Fridge,Magnetic,Kitchen
11/22/2012,15:07:36,11/22/2012,15:07:39,Door,PIR,Kitchen
11/22/2012,15:07:46,11/22/2012,15:07:50,Door,PIR,Living
11/22/2012,15:26:02,11/22/2012,15:26:05,Door,PIR,Living
11/22/2012,15:26:17,11/22/2012,15:26:19,Door,PIR,Kitchen
11/22/2012,15:27:10,11/22/2012,15:27:15,Fridge,Magnetic,Kitchen
11/22/2012,15:27:24,11/22/2012,15:27:26,Door,PIR,Kitchen
11/22/2012,15:27:34,11/22/2012,15:27:38,Door,PIR,Living
11/22/2012,16:42:49,11/22/2012,16:42:52,Door,PIR,Living
11/22/2012,16:43:08,11/22/2012,16:43:32,Door,PIR,Kitchen
11/22/2012,16:51:44,11/22/2012,16:51:54,Cupboard,Magnetic,Kitchen
11/22/2012,16:53:14,11/22/2012,16:53:16,Door,PIR,Kitchen
11/22/2012,16:53:34,11/22/2012,16:53:38,Door,PIR,Living
11/22/2012,16:54:22,11/22/2012,18:13:12,Seat,Pressure,Living
11/22/2012,18:15:32,11/22/2012,18:15:34,Door,PIR,Living
11/22/2012,18:15:45,11/22/2012,18:15:49,Door,PIR,Kitchen
11/22/2012,18:17:12,11/22/2012,18:17:25,Fridge,Magnetic,Kitchen
11/22/2012,18:19:31,11/22/2012,18:19:35,Door,PIR,Kitchen
11/22/2012,18:19:52,11/22/2012,18:19:55,Door,PIR,Living
11/22/2012,18:21:12,11/22/2012,20:21:13,Seat,Pressure,Living
11/22/2012,20:23:35,11/22/2012,20:23:37,Door,PIR,Living
11/22/2012,20:27:12,11/22/2012,20:27:15,Door,PIR,Kitchen
11/22/2012,20:30:42,11/22/2012,20:30:48,Door,PIR,Kitchen
11/22/2012,20:31:06,11/22/2012,20:31:10,Door,PIR,Living
11/22/2012,20:32:01,11/22/2012,20:32:03,Door,PIR,Living
11/22/2012,20:32:15,11/22/2012,20:32:19,Door,PIR,Kitchen
11/22/2012,20:38:23,11/22/2012,20:38:25,Door,PIR,Kitchen
11/22/2012,20:38:36,11/22/2012,20:38:39,Door,PIR,Living
11/22/2012,20:51:20,11/22/2012,20:51:23,Door,PIR,Living
11/22/2012,20:51:41,11/22/2012,20:51:44,Door,PIR,Bedroom
11/22/2012,20:58:16,11/22/2012,20:58:18,Door,PIR,Bedroom
11/22/2012,21:01:48,11/22/2012,21:02:43,Basin,PIR,Bathroom
11/22/2012,21:05:23,11/22/2012,21:06:10,Toilet,Flush,Bathroom
11/22/2012,21:07:50,11/22/2012,21:07:54,Door,PIR,Living
11/22/2012,21:10:25,11/22/2012,21:10:27,Door,PIR,Living
11/22/2012,21:11:08,11/22/2012,21:11:11,Door,PIR,Bedroom
11/22/2012,21:11:39,11/22/2012,21:11:41,Door,PIR,Bedroom
11/22/2012,21:12:25,11/22/2012,21:12:28,Door,PIR,Living
11/22/2012,21:14:59,11/22/2012,21:15:03,Door,PIR,Living
11/22/2012,21:15:24,11/22/2012,21:15:26,Maindoor,Magnetic,Entrance
11/23/2012,0:34:52,11/23/2012,0:34:55,Maindoor,Magnetic,Entrance
11/23/2012,0:35:53,11/23/2012,0:35:57,Door,PIR,Bedroom
11/23/2012,0:36:00,11/23/2012,0:36:02,Door,PIR,Bedroom
11/23/2012,0:36:15,11/23/2012,0:36:19,Door,PIR,Living
11/23/2012,0:36:26,11/23/2012,0:36:28,Door,PIR,Living
11/23/2012,0:36:38,11/23/2012,0:36:42,Door,PIR,Kitchen
11/23/2012,0:37:57,11/23/2012,0:38:45,Fridge,Magnetic,Kitchen
11/23/2012,0:38:55,11/23/2012,0:38:57,Door,PIR,Kitchen
11/23/2012,0:40:44,11/23/2012,0:40:47,Door,PIR,Bedroom
11/23/2012,0:41:10,11/23/2012,0:41:13,Door,PIR,Bedroom
11/23/2012,0:44:39,11/23/2012,0:45:48,Toilet,Flush,Bathroom
11/23/2012,0:45:59,11/23/2012,0:46:37,Basin,PIR,Bathroom
11/23/2012,0:46:44,11/23/2012,0:46:48,Door,PIR,Living
11/23/2012,0:47:05,11/23/2012,0:47:10,Door,PIR,Living
11/23/2012,0:47:12,11/23/2012,0:47:16,Door,PIR,Bedroom
11/23/2012,0:48:25,11/23/2012,0:48:28,Door,PIR,Bedroom
11/23/2012,0:48:35,11/23/2012,0:48:37,Door,PIR,Living
11/23/2012,0:49:00,11/23/2012,1:31:17,Seat,Pressure,Living
11/23/2012,1:32:47,11/23/2012,1:32:50,Door,PIR,Living
11/23/2012,1:33:17,11/23/2012,1:33:19,Basin,PIR,Bathroom
11/23/2012,1:33:31,11/23/2012,1:33:33,Door,PIR,Bedroom
11/23/2012,1:35:25,11/23/2012,9:14:15,Bed,Pressure,Bedroom
11/23/2012,9:40:19,11/23/2012,9:40:23,Door,PIR,Bedroom
11/23/2012,9:44:51,11/23/2012,9:45:53,Toilet,Flush,Bathroom
11/23/2012,9:45:55,11/23/2012,9:45:59,Door,PIR,Living
11/23/2012,9:48:03,11/23/2012,9:48:05,Door,PIR,Living
11/23/2012,9:48:08,11/23/2012,9:48:12,Door,PIR,Bedroom
11/23/2012,9:49:00,11/23/2012,9:49:02,Door,PIR,Bedroom
11/23/2012,9:49:25,11/23/2012,9:49:26,Door,PIR,Kitchen
11/23/2012,9:53:56,11/23/2012,9:53:58,Fridge,Magnetic,Kitchen
11/23/2012,9:59:22,11/23/2012,9:59:25,Door,PIR,Kitchen
11/23/2012,10:00:34,11/23/2012,10:00:38,Door,PIR,Living
11/23/2012,10:17:08,11/23/2012,10:17:12,Door,PIR,Living
11/23/2012,10:17:19,11/23/2012,10:17:21,Door,PIR,Kitchen
11/23/2012,10:17:47,11/23/2012,10:17:49,Door,PIR,Kitchen
11/23/2012,10:18:00,11/23/2012,10:18:03,Door,PIR,Living
11/23/2012,10:28:54,11/23/2012,10:28:57,Door,PIR,Living
11/23/2012,10:32:29,11/23/2012,10:38:07,Basin,PIR,Bathroom
11/23/2012,10:43:31,11/23/2012,10:47:51,Basin,PIR,Bathroom
11/23/2012,10:48:03,11/23/2012,10:48:06,Door,PIR,Bedroom
11/23/2012,10:48:09,11/23/2012,10:48:13,Door,PIR,Bedroom
11/23/2012,10:48:44,11/23/2012,10:48:46,Basin,PIR,Bathroom
11/23/2012,10:51:59,11/23/2012,10:52:01,Basin,PIR,Bathroom
11/23/2012,10:52:32,11/23/2012,10:52:35,Door,PIR,Bedroom
11/23/2012,10:53:40,11/23/2012,10:53:42,Door,PIR,Bedroom
11/23/2012,10:56:29,11/23/2012,10:56:34,Maindoor,Magnetic,Entrance
11/23/2012,12:35:47,11/23/2012,12:35:52,Maindoor,Magnetic,Entrance
11/23/2012,12:36:08,11/23/2012,12:36:10,Door,PIR,Kitchen
11/23/2012,12:36:13,11/23/2012,12:36:15,Door,PIR,Kitchen
11/23/2012,12:37:36,11/23/2012,12:37:39,Door,PIR,Bedroom
11/23/2012,12:45:26,11/23/2012,12:45:29,Door,PIR,Bedroom
11/23/2012,12:48:34,11/23/2012,12:48:37,Door,PIR,Living
11/23/2012,12:53:06,11/23/2012,12:53:09,Door,PIR,Living
11/23/2012,12:53:24,11/23/2012,12:53:26,Door,PIR,Kitchen
11/23/2012,12:56:33,11/23/2012,12:56:37,Fridge,Magnetic,Kitchen
11/23/2012,12:56:48,11/23/2012,12:56:50,Door,PIR,Kitchen
11/23/2012,12:57:00,11/23/2012,12:57:05,Door,PIR,Living
11/23/2012,12:57:20,11/23/2012,12:57:25,Door,PIR,Living
11/23/2012,12:57:30,11/23/2012,12:57:33,Door,PIR,Bedroom
11/23/2012,13:03:41,11/23/2012,13:03:49,Door,PIR,Bedroom
11/23/2012,13:03:55,11/23/2012,13:03:58,Basin,PIR,Bathroom
11/23/2012,13:04:13,11/23/2012,13:04:16,Door,PIR,Bedroom
11/23/2012,13:05:06,11/23/2012,13:05:08,Door,PIR,Bedroom
11/23/2012,13:05:16,11/23/2012,13:05:20,Door,PIR,Living
11/23/2012,13:06:15,11/23/2012,13:57:17,Seat,Pressure,Living
11/23/2012,14:23:08,11/23/2012,14:23:11,Door,PIR,Living
11/23/2012,14:23:46,11/23/2012,14:23:49,Door,PIR,Kitchen
11/23/2012,14:34:36,11/23/2012,14:34:39,Door,PIR,Kitchen
11/23/2012,14:34:48,11/23/2012,14:34:51,Door,PIR,Living
11/23/2012,14:38:45,11/23/2012,14:38:47,Door,PIR,Living
11/23/2012,14:40:32,11/23/2012,14:41:24,Toilet,Flush,Bathroom
11/23/2012,14:40:46,11/23/2012,14:40:51,Door,PIR,Living
11/23/2012,14:41:38,11/23/2012,14:41:42,Door,PIR,Living
11/23/2012,14:41:52,11/23/2012,14:41:55,Door,PIR,Kitchen
11/23/2012,14:44:45,11/23/2012,14:44:47,Door,PIR,Kitchen
11/23/2012,14:44:57,11/23/2012,14:44:59,Door,PIR,Living
11/23/2012,14:47:03,11/23/2012,14:47:11,Door,PIR,Living
11/23/2012,14:47:16,11/23/2012,14:47:19,Door,PIR,Kitchen
11/23/2012,14:51:53,11/23/2012,14:51:55,Door,PIR,Kitchen
11/23/2012,14:52:02,11/23/2012,14:52:05,Door,PIR,Living
11/23/2012,14:53:00,11/23/2012,16:48:12,Seat,Pressure,Living
11/23/2012,16:49:20,11/23/2012,16:49:25,Door,PIR,Living
11/23/2012,16:49:35,11/23/2012,16:49:38,Door,PIR,Kitchen
11/23/2012,16:50:02,11/23/2012,16:50:05,Door,PIR,Kitchen
11/23/2012,16:55:15,11/23/2012,16:56:23,Toilet,Flush,Bathroom
11/23/2012,16:56:04,11/23/2012,16:56:09,Door,PIR,Living
11/23/2012,16:57:24,11/23/2012,16:57:27,Door,PIR,Living
11/23/2012,16:57:39,11/23/2012,16:57:43,Door,PIR,Kitchen
11/23/2012,17:11:21,11/23/2012,17:11:23,Door,PIR,Kitchen
11/23/2012,17:11:39,11/23/2012,17:11:45,Door,PIR,Living
11/23/2012,17:12:10,11/23/2012,17:56:33,Seat,Pressure,Living
11/23/2012,17:57:09,11/23/2012,17:57:13,Door,PIR,Living
11/23/2012,17:58:00,11/23/2012,17:58:02,Door,PIR,Kitchen
11/23/2012,17:58:16,11/23/2012,17:58:30,Fridge,Magnetic,Kitchen
11/23/2012,18:00:36,11/23/2012,18:00:40,Door,PIR,Kitchen
11/23/2012,18:01:00,11/23/2012,18:01:03,Door,PIR,Living
11/23/2012,18:06:00,11/23/2012,18:06:02,Door,PIR,Living
11/23/2012,18:06:25,11/23/2012,18:06:28,Door,PIR,Kitchen
11/23/2012,18:06:36,11/23/2012,18:06:38,Door,PIR,Kitchen
11/23/2012,18:07:10,11/23/2012,18:07:14,Door,PIR,Living
11/23/2012,18:07:19,11/23/2012,19:49:11,Seat,Pressure,Living
11/23/2012,19:50:01,11/23/2012,19:50:24,Door,PIR,Living
11/23/2012,19:53:25,11/23/2012,19:53:29,Maindoor,Magnetic,Entrance
11/23/2012,22:03:43,11/23/2012,22:03:51,Maindoor,Magnetic,Entrance
11/23/2012,22:07:51,11/23/2012,22:08:51,Toilet,Flush,Bathroom
11/23/2012,22:09:16,11/23/2012,22:09:18,Door,PIR,Kitchen
11/23/2012,22:12:18,11/23/2012,22:12:23,Door,PIR,Kitchen
11/23/2012,22:14:52,11/23/2012,22:14:55,Door,PIR,Bedroom
11/23/2012,22:15:33,11/23/2012,22:15:35,Door,PIR,Bedroom
11/23/2012,22:15:48,11/23/2012,22:15:51,Door,PIR,Kitchen
11/23/2012,22:16:51,11/23/2012,22:16:54,Door,PIR,Kitchen
11/23/2012,22:17:38,11/24/2012,0:24:55,Door,PIR,Living
11/24/2012,0:25:15,11/24/2012,0:26:22,Seat,Pressure,Living
11/24/2012,0:27:03,11/24/2012,0:27:05,Door,PIR,Living
11/24/2012,0:27:55,11/24/2012,0:32:40,Basin,PIR,Bathroom
11/24/2012,0:33:40,11/24/2012,0:33:43,Door,PIR,Bedroom
11/24/2012,0:36:06,11/24/2012,10:00:19,Bed,Pressure,Bedroom
11/24/2012,10:02:17,11/24/2012,10:02:19,Door,PIR,Bedroom
11/24/2012,10:02:39,11/24/2012,10:02:43,Door,PIR,Living
11/24/2012,10:04:19,11/24/2012,10:04:21,Door,PIR,Living
11/24/2012,10:04:42,11/24/2012,10:04:45,Door,PIR,Kitchen
11/24/2012,10:05:37,11/24/2012,10:05:56,Fridge,Magnetic,Kitchen
11/24/2012,10:10:02,11/24/2012,10:10:14,Fridge,Magnetic,Kitchen
11/24/2012,10:11:54,11/24/2012,10:12:01,Door,PIR,Kitchen
11/24/2012,10:13:00,11/24/2012,10:13:03,Door,PIR,Living
11/24/2012,10:13:20,11/24/2012,10:13:23,Door,PIR,Living
11/24/2012,10:17:59,11/24/2012,10:19:20,Toilet,Flush,Bathroom
11/24/2012,10:19:05,11/24/2012,10:19:09,Door,PIR,Living
11/24/2012,10:20:11,11/24/2012,11:12:30,Seat,Pressure,Living
11/24/2012,11:13:00,11/24/2012,11:13:02,Door,PIR,Living
11/24/2012,11:16:16,11/24/2012,11:16:26,Door,PIR,Kitchen
11/24/2012,11:18:25,11/24/2012,11:18:31,Fridge,Magnetic,Kitchen
11/24/2012,11:19:18,11/24/2012,11:19:31,Door,PIR,Kitchen
11/24/2012,11:19:42,11/24/2012,11:19:46,Door,PIR,Living
11/24/2012,11:22:17,11/24/2012,11:22:20,Door,PIR,Living
11/24/2012,11:22:24,11/24/2012,11:22:27,Door,PIR,Bedroom
11/24/2012,11:29:21,11/24/2012,11:29:23,Door,PIR,Bedroom
11/24/2012,11:30:11,11/24/2012,11:38:32,Shower,PIR,Bathroom
11/24/2012,11:39:54,11/24/2012,11:45:22,Basin,PIR,Bathroom
11/24/2012,11:51:48,11/24/2012,11:52:27,Basin,PIR,Bathroom
11/24/2012,11:53:50,11/24/2012,11:53:54,Door,PIR,Bedroom
11/24/2012,11:55:28,11/24/2012,11:55:31,Door,PIR,Bedroom
11/24/2012,11:59:55,11/24/2012,12:00:10,Basin,PIR,Bathroom
11/24/2012,12:01:15,11/24/2012,12:02:19,Toilet,Flush,Bathroom
11/24/2012,12:06:45,11/24/2012,12:06:48,Door,PIR,Bedroom
11/24/2012,12:08:05,11/24/2012,12:08:07,Door,PIR,Bedroom
11/24/2012,12:08:32,11/24/2012,12:08:35,Door,PIR,Living
11/24/2012,12:08:49,11/24/2012,12:08:51,Door,PIR,Living
11/24/2012,12:09:01,11/24/2012,12:09:05,Door,PIR,Kitchen
11/24/2012,12:23:47,11/24/2012,12:23:52,Door,PIR,Kitchen
11/24/2012,12:25:30,11/24/2012,12:25:33,Door,PIR,Living
11/24/2012,12:30:23,11/24/2012,12:30:31,Door,PIR,Living
11/24/2012,12:30:37,11/24/2012,12:30:41,Door,PIR,Kitchen
11/24/2012,12:30:52,11/24/2012,12:30:55,Door,PIR,Kitchen
11/24/2012,12:31:07,11/24/2012,12:31:11,Door,PIR,Living
11/24/2012,12:31:27,11/24/2012,13:17:56,Seat,Pressure,Living
11/24/2012,13:18:22,11/24/2012,13:18:25,Door,PIR,Living
11/24/2012,13:19:06,11/24/2012,13:19:12,Door,PIR,Bedroom
11/24/2012,13:19:21,11/24/2012,13:19:24,Door,PIR,Bedroom
11/24/2012,13:19:30,11/24/2012,13:19:32,Door,PIR,Living
11/24/2012,13:27:18,11/24/2012,13:27:29,Door,PIR,Living
11/24/2012,13:27:55,11/24/2012,13:27:58,Door,PIR,Kitchen
11/24/2012,13:30:36,11/24/2012,13:30:41,Door,PIR,Kitchen
11/24/2012,13:30:51,11/24/2012,13:30:54,Door,PIR,Living
11/24/2012,13:37:00,11/24/2012,13:37:02,Door,PIR,Living
11/24/2012,13:40:27,11/24/2012,13:40:29,Door,PIR,Kitchen
11/24/2012,13:49:27,11/24/2012,13:49:40,Door,PIR,Kitchen
11/24/2012,13:50:01,11/24/2012,13:50:06,Door,PIR,Living
11/24/2012,13:52:23,11/24/2012,13:52:27,Door,PIR,Living
11/24/2012,13:55:55,11/24/2012,13:55:58,Door,PIR,Living
11/24/2012,14:32:06,11/24/2012,14:32:09,Door,PIR,Living
11/24/2012,14:32:11,11/24/2012,14:32:14,Door,PIR,Bedroom
11/24/2012,14:32:31,11/24/2012,14:32:34,Door,PIR,Bedroom
11/24/2012,14:32:38,11/24/2012,14:32:46,Basin,PIR,Bathroom
11/24/2012,14:35:37,11/24/2012,14:35:40,Door,PIR,Living
11/24/2012,14:36:10,11/24/2012,14:36:18,Door,PIR,Living
11/24/2012,14:36:30,11/24/2012,14:36:50,Maindoor,Magnetic,Entrance
11/24/2012,15:58:59,11/24/2012,15:59:08,Maindoor,Magnetic,Entrance
11/24/2012,15:59:16,11/24/2012,15:59:18,Door,PIR,Living
11/24/2012,15:59:30,11/24/2012,15:59:32,Door,PIR,Living
11/24/2012,15:59:52,11/24/2012,15:59:56,Door,PIR,Bedroom
11/24/2012,16:00:28,11/24/2012,16:00:33,Door,PIR,Bedroom
11/24/2012,16:00:40,11/24/2012,16:01:31,Toilet,Flush,Bathroom
11/24/2012,16:00:44,11/24/2012,16:00:46,Basin,PIR,Bathroom
11/24/2012,16:01:08,11/24/2012,16:01:11,Door,PIR,Living
11/24/2012,16:01:25,11/24/2012,16:01:27,Door,PIR,Living
11/24/2012,16:02:20,11/24/2012,16:03:23,Toilet,Flush,Bathroom
11/24/2012,16:02:50,11/24/2012,16:03:09,Basin,PIR,Bathroom
11/24/2012,16:03:25,11/24/2012,16:03:28,Door,PIR,Living
11/24/2012,16:04:20,11/24/2012,19:56:16,Seat,Pressure,Living
11/24/2012,19:58:22,11/24/2012,19:58:25,Door,PIR,Living
11/24/2012,19:58:38,11/24/2012,19:58:41,Door,PIR,Kitchen
11/24/2012,19:58:42,11/24/2012,19:58:46,Fridge,Magnetic,Kitchen
11/24/2012,19:59:10,11/24/2012,19:59:12,Door,PIR,Kitchen
11/24/2012,19:59:39,11/24/2012,19:59:42,Door,PIR,Living
11/24/2012,20:00:39,11/24/2012,20:00:42,Door,PIR,Living
11/24/2012,20:00:51,11/24/2012,20:00:53,Door,PIR,Kitchen
11/24/2012,20:01:13,11/24/2012,20:01:15,Door,PIR,Kitchen
11/24/2012,20:01:26,11/24/2012,20:01:29,Door,PIR,Living
11/24/2012,20:06:56,11/24/2012,20:06:58,Door,PIR,Living
11/24/2012,20:07:07,11/24/2012,20:07:09,Door,PIR,Kitchen
11/24/2012,20:07:57,11/24/2012,20:07:59,Door,PIR,Kitchen
11/24/2012,20:08:09,11/24/2012,20:08:14,Door,PIR,Living
11/24/2012,20:31:08,11/24/2012,20:31:11,Door,PIR,Living
11/24/2012,20:31:20,11/24/2012,20:31:24,Door,PIR,Kitchen
11/24/2012,20:31:31,11/24/2012,20:31:32,Door,PIR,Kitchen
11/24/2012,20:31:43,11/24/2012,20:31:46,Door,PIR,Living
11/24/2012,21:40:13,11/24/2012,21:40:21,Door,PIR,Living
11/24/2012,21:40:35,11/24/2012,21:40:39,Door,PIR,Bedroom
11/24/2012,21:41:48,11/24/2012,21:41:51,Door,PIR,Bedroom
11/24/2012,21:42:05,11/24/2012,21:42:10,Door,PIR,Living
11/24/2012,21:54:18,11/24/2012,21:54:20,Door,PIR,Living
11/24/2012,21:58:03,11/24/2012,21:58:07,Door,PIR,Bedroom
11/24/2012,21:59:00,11/24/2012,21:59:04,Door,PIR,Bedroom
11/24/2012,22:00:05,11/24/2012,22:00:08,Door,PIR,Living
11/24/2012,22:01:13,11/24/2012,22:01:16,Door,PIR,Living
11/24/2012,22:01:47,11/24/2012,22:02:42,Toilet,Flush,Bathroom
11/24/2012,22:01:55,11/24/2012,22:01:58,Door,PIR,Bedroom
11/24/2012,22:02:10,11/24/2012,22:02:14,Door,PIR,Bedroom
11/24/2012,22:02:27,11/24/2012,22:02:32,Door,PIR,Living
11/24/2012,22:17:01,11/24/2012,22:17:06,Door,PIR,Living
11/24/2012,22:17:25,11/24/2012,22:17:29,Door,PIR,Kitchen
11/24/2012,22:17:51,11/24/2012,22:17:53,Fridge,Magnetic,Kitchen
11/24/2012,22:18:50,11/24/2012,22:18:52,Fridge,Magnetic,Kitchen
11/24/2012,22:19:00,11/24/2012,22:19:02,Door,PIR,Kitchen
11/24/2012,22:19:14,11/24/2012,22:19:18,Door,PIR,Living
11/24/2012,23:21:02,11/24/2012,23:21:05,Door,PIR,Living
11/24/2012,23:21:12,11/24/2012,23:21:16,Door,PIR,Kitchen
11/24/2012,23:21:36,11/24/2012,23:21:53,Fridge,Magnetic,Kitchen
11/24/2012,23:23:06,11/24/2012,23:23:13,Door,PIR,Kitchen
11/24/2012,23:23:43,11/24/2012,23:23:46,Door,PIR,Living
11/24/2012,23:24:16,11/25/2012,0:43:00,Seat,Pressure,Living
11/25/2012,0:44:10,11/25/2012,0:44:15,Door,PIR,Living
11/25/2012,0:44:35,11/25/2012,0:47:42,Basin,PIR,Bathroom
11/25/2012,0:48:17,11/25/2012,0:48:20,Door,PIR,Living
11/25/2012,0:49:12,11/25/2012,1:47:14,Seat,Pressure,Living
11/25/2012,1:48:04,11/25/2012,1:48:15,Door,PIR,Living
11/25/2012,1:50:18,11/25/2012,1:50:22,Door,PIR,Bedroom
11/25/2012,1:51:14,11/25/2012,9:23:07,Bed,Pressure,Bedroom
11/25/2012,9:24:15,11/25/2012,9:24:18,Door,PIR,Bedroom
11/25/2012,9:29:08,11/25/2012,9:30:10,Toilet,Flush,Bathroom
11/25/2012,9:29:19,11/25/2012,9:30:29,Basin,PIR,Bathroom
11/25/2012,9:31:21,11/25/2012,9:31:24,Door,PIR,Living
11/25/2012,9:33:17,11/25/2012,9:33:19,Door,PIR,Living
11/25/2012,9:33:51,11/25/2012,9:33:53,Door,PIR,Kitchen
11/25/2012,9:38:45,11/25/2012,9:38:52,Door,PIR,Kitchen
11/25/2012,9:43:30,11/25/2012,9:44:53,Toilet,Flush,Bathroom
11/25/2012,9:44:05,11/25/2012,9:54:25,Basin,PIR,Bathroom
11/25/2012,9:55:56,11/25/2012,9:56:29,Toilet,Flush,Bathroom
11/25/2012,9:58:02,11/25/2012,9:58:11,Door,PIR,Bedroom
11/25/2012,10:02:57,11/25/2012,10:02:58,Door,PIR,Bedroom
11/25/2012,10:03:15,11/25/2012,10:03:19,Door,PIR,Kitchen
11/25/2012,10:03:56,11/25/2012,10:04:03,Fridge,Magnetic,Kitchen
11/25/2012,10:04:04,11/25/2012,10:04:21,Fridge,Magnetic,Kitchen
11/25/2012,10:07:45,11/25/2012,10:07:47,Door,PIR,Kitchen
11/25/2012,10:09:47,11/25/2012,10:09:51,Door,PIR,Bedroom
11/25/2012,10:21:26,11/25/2012,10:21:28,Door,PIR,Bedroom
11/25/2012,10:22:02,11/25/2012,10:22:05,Door,PIR,Living
11/25/2012,10:23:59,11/25/2012,10:41:11,Seat,Pressure,Living
11/25/2012,10:41:14,11/25/2012,10:41:17,Door,PIR,Living
11/25/2012,10:42:12,11/25/2012,10:42:15,Door,PIR,Bedroom
11/25/2012,10:42:35,11/25/2012,10:42:38,Door,PIR,Bedroom
11/25/2012,10:44:42,11/25/2012,10:44:51,Maindoor,Magnetic,Entrance
