"Start","End","Location","Place"
2018-02-12 01:30:22,2018-02-12 01:30:24,"Door","Bedroom"
2018-02-12 01:32:33,2018-02-12 01:33:50,"Basin","Bathroom"
2018-02-12 01:34:02,2018-02-12 01:34:05,"Door","Bedroom"
2018-02-12 01:36:42,2018-02-12 01:36:45,"Door","Bedroom"
2018-02-12 01:38:38,2018-02-12 01:39:23,"Toilet","Bathroom"
2018-02-12 01:39:30,2018-02-12 01:39:35,"Door","Living"
2018-02-12 01:41:02,2018-02-12 01:41:04,"Door","Living"
2018-02-12 01:41:09,2018-02-12 01:41:13,"Door","Bedroom"
2018-02-12 01:42:23,2018-02-12 09:19:32,"Bed","Bedroom"
2018-02-12 09:20:12,2018-02-12 09:20:15,"Door","Bedroom"
2018-02-12 09:25:11,2018-02-12 09:26:07,"Toilet","Bathroom"
2018-02-12 09:25:22,2018-02-12 09:25:39,"Door","Bedroom"
2018-02-12 09:25:56,2018-02-12 10:15:26,"Bed","Bedroom"
2018-02-12 10:16:06,2018-02-12 10:16:09,"Door","Bedroom"
2018-02-12 10:20:06,2018-02-12 10:21:26,"Toilet","Bathroom"
2018-02-12 10:22:38,2018-02-12 10:22:41,"Door","Living"
2018-02-12 10:24:25,2018-02-12 10:24:27,"Door","Living"
2018-02-12 10:24:30,2018-02-12 10:24:39,"Door","Bedroom"
2018-02-12 10:26:32,2018-02-12 10:26:36,"Door","Bedroom"
2018-02-12 10:26:48,2018-02-12 10:26:54,"Door","Kitchen"
2018-02-12 10:29:49,2018-02-12 10:30:04,"Fridge","Kitchen"
2018-02-12 10:33:28,2018-02-12 10:33:31,"Door","Kitchen"
2018-02-12 10:35:48,2018-02-12 10:35:51,"Door","Bedroom"
2018-02-12 10:35:53,2018-02-12 10:35:57,"Door","Bedroom"
2018-02-12 10:36:14,2018-02-12 10:36:16,"Door","Kitchen"
2018-02-12 10:49:42,2018-02-12 10:49:45,"Door","Kitchen"
2018-02-12 11:10:12,2018-02-12 11:10:41,"Door","Kitchen"
2018-02-12 11:22:15,2018-02-12 11:22:44,"Door","Kitchen"
2018-02-12 11:23:07,2018-02-12 11:23:10,"Door","Living"
2018-02-12 11:24:15,2018-02-12 11:24:17,"Door","Living"
2018-02-12 11:24:19,2018-02-12 11:24:22,"Door","Bedroom"
2018-02-12 11:30:42,2018-02-12 11:30:44,"Door","Bedroom"
2018-02-12 11:34:31,2018-02-12 11:35:52,"Toilet","Bathroom"
2018-02-12 11:35:58,2018-02-12 11:49:33,"Basin","Bathroom"
2018-02-12 11:50:00,2018-02-12 11:50:05,"Door","Bedroom"
2018-02-12 11:51:08,2018-02-12 11:51:12,"Door","Bedroom"
2018-02-12 11:53:47,2018-02-12 11:53:59,"Basin","Bathroom"
2018-02-12 11:54:34,2018-02-12 11:54:37,"Door","Living"
2018-02-12 11:55:15,2018-02-12 11:55:18,"Door","Living"
2018-02-12 11:55:47,2018-02-12 11:55:50,"Door","Kitchen"
2018-02-12 11:58:07,2018-02-12 11:58:09,"Door","Kitchen"
2018-02-12 12:02:05,2018-02-12 12:02:08,"Door","Living"
2018-02-12 12:03:46,2018-02-12 12:03:49,"Door","Living"
2018-02-12 12:04:15,2018-02-12 12:04:26,"Door","Kitchen"
2018-02-12 12:18:06,2018-02-12 12:18:09,"Door","Kitchen"
2018-02-12 12:23:47,2018-02-12 12:23:50,"Door","Living"
2018-02-12 12:24:22,2018-02-12 12:24:25,"Door","Living"
2018-02-12 12:24:34,2018-02-12 12:24:36,"Door","Kitchen"
2018-02-12 12:24:44,2018-02-12 12:24:49,"Fridge","Kitchen"
2018-02-12 12:56:00,2018-02-12 12:56:41,"Door","Kitchen"
2018-02-12 12:57:49,2018-02-12 12:57:52,"Door","Living"
2018-02-12 13:03:29,2018-02-12 13:03:32,"Door","Living"
2018-02-12 13:21:19,2018-02-12 13:21:21,"Door","Kitchen"
2018-02-12 13:34:02,2018-02-12 13:34:05,"Door","Kitchen"
2018-02-12 13:37:04,2018-02-12 13:37:16,"Maindoor","Entrance"
2018-02-12 13:59:35,2018-02-12 13:59:38,"Maindoor","Entrance"
2018-02-12 14:02:37,2018-02-12 14:02:42,"Door","Kitchen"
2018-02-12 14:23:12,2018-02-12 14:23:19,"Door","Kitchen"
2018-02-12 14:23:24,2018-02-12 14:23:28,"Door","Living"
2018-02-12 14:24:41,2018-02-12 14:24:43,"Door","Living"
2018-02-12 14:25:21,2018-02-12 14:25:23,"Door","Kitchen"
2018-02-12 14:38:11,2018-02-12 14:38:13,"Door","Kitchen"
2018-02-12 14:38:23,2018-02-12 14:38:26,"Door","Living"
2018-02-12 14:40:06,2018-02-12 14:40:09,"Door","Living"
2018-02-12 14:40:18,2018-02-12 14:40:22,"Door","Kitchen"
2018-02-12 14:44:46,2018-02-12 14:44:49,"Door","Kitchen"
2018-02-12 14:45:00,2018-02-12 14:45:03,"Door","Living"
2018-02-12 14:47:51,2018-02-12 14:47:54,"Door","Living"
2018-02-12 14:48:04,2018-02-12 14:48:07,"Door","Kitchen"
2018-02-12 14:51:08,2018-02-12 14:51:10,"Door","Kitchen"
2018-02-12 14:51:17,2018-02-12 14:51:21,"Door","Living"
2018-02-12 14:56:24,2018-02-12 14:56:27,"Door","Living"
2018-02-12 14:56:37,2018-02-12 14:56:43,"Door","Kitchen"
2018-02-12 14:56:52,2018-02-12 14:56:54,"Door","Kitchen"
2018-02-12 14:57:04,2018-02-12 14:57:07,"Door","Living"
2018-02-12 15:14:10,2018-02-12 15:14:14,"Door","Living"
2018-02-12 15:14:24,2018-02-12 15:14:26,"Door","Kitchen"
2018-02-12 15:16:10,2018-02-12 15:16:50,"Fridge","Kitchen"
2018-02-12 15:16:52,2018-02-12 15:16:54,"Door","Kitchen"
2018-02-12 15:17:19,2018-02-12 15:17:22,"Door","Living"
2018-02-12 15:27:56,2018-02-12 15:27:59,"Door","Living"
2018-02-12 15:28:18,2018-02-12 15:28:20,"Door","Kitchen"
2018-02-12 15:28:31,2018-02-12 15:28:33,"Fridge","Kitchen"
2018-02-12 15:33:06,2018-02-12 15:33:08,"Door","Kitchen"
2018-02-12 15:36:31,2018-02-12 15:36:35,"Door","Living"
2018-02-12 15:40:43,2018-02-12 15:40:46,"Door","Living"
2018-02-12 16:45:05,2018-02-12 16:45:07,"Door","Kitchen"
2018-02-12 16:57:17,2018-02-12 16:57:31,"Fridge","Kitchen"
2018-02-12 16:59:55,2018-02-12 16:59:59,"Door","Kitchen"
2018-02-12 17:00:33,2018-02-12 17:00:36,"Door","Living"
2018-02-12 17:07:03,2018-02-12 17:07:06,"Door","Living"
2018-02-12 17:07:17,2018-02-12 17:07:31,"Door","Kitchen"
2018-02-12 17:10:38,2018-02-12 17:10:40,"Door","Kitchen"
2018-02-12 17:10:54,2018-02-12 17:10:58,"Door","Living"
2018-02-12 17:11:43,2018-02-12 18:44:32,"Seat","Living"
2018-02-12 18:45:07,2018-02-12 18:45:10,"Door","Living"
2018-02-12 18:46:49,2018-02-12 18:47:46,"Toilet","Bathroom"
2018-02-12 18:47:56,2018-02-12 18:47:59,"Door","Living"
2018-02-12 18:48:34,2018-02-12 18:48:37,"Door","Living"
2018-02-12 18:48:49,2018-02-12 18:48:51,"Door","Kitchen"
2018-02-12 18:49:48,2018-02-12 18:49:54,"Door","Kitchen"
2018-02-12 18:57:41,2018-02-12 18:57:44,"Door","Kitchen"
2018-02-12 19:06:52,2018-02-12 19:06:54,"Door","Kitchen"
2018-02-12 19:10:55,2018-02-12 19:11:54,"Toilet","Bathroom"
2018-02-12 19:11:37,2018-02-12 19:11:42,"Door","Kitchen"
2018-02-12 19:15:47,2018-02-12 19:15:49,"Door","Kitchen"
2018-02-12 19:16:04,2018-02-12 19:16:08,"Door","Living"
2018-02-12 19:17:01,2018-02-12 20:02:13,"Seat","Living"
2018-02-12 20:03:28,2018-02-12 20:03:32,"Door","Living"
2018-02-12 20:04:29,2018-02-12 20:04:35,"Door","Kitchen"
2018-02-12 20:09:07,2018-02-12 20:09:10,"Door","Kitchen"
2018-02-12 20:09:26,2018-02-12 20:09:29,"Door","Living"
2018-02-12 20:21:43,2018-02-12 20:21:46,"Door","Living"
2018-02-12 20:28:42,2018-02-12 20:28:51,"Door","Bedroom"
2018-02-12 20:29:11,2018-02-12 20:29:15,"Door","Bedroom"
2018-02-12 20:29:33,2018-02-12 20:29:37,"Basin","Bathroom"
2018-02-12 20:39:12,2018-02-12 20:39:20,"Door","Bedroom"
2018-02-12 20:41:25,2018-02-12 20:41:34,"Door","Bedroom"
2018-02-12 20:41:44,2018-02-12 20:41:47,"Door","Living"
2018-02-12 21:18:10,2018-02-12 21:18:13,"Door","Living"
2018-02-12 21:18:28,2018-02-12 21:18:31,"Door","Living"
2018-02-12 21:19:12,2018-02-12 01:03:12,"Seat","Living"
