"Location","Type","Place","Duration","Day","obj"
"Maindoor","Magnetic","Entrance",0.15,"Sat","Entrance Maindoor"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.083,"Sat","Bedroom Door"
"Toilet","Flush","Bathroom",0.85,"Sat","Bathroom Toilet"
"Basin","PIR","Bathroom",0.033,"Sat","Bathroom Basin"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Toilet","Flush","Bathroom",1.05,"Sat","Bathroom Toilet"
"Basin","PIR","Bathroom",0.317,"Sat","Bathroom Basin"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Seat","Pressure","Living",231.933,"Sat","Living Seat"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.067,"Sat","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.083,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.017,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.133,"Sat","Living Door"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Living",0.083,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Toilet","Flush","Bathroom",0.917,"Sat","Bathroom Toilet"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Living",0.083,"Sat","Living Door"
"Door","PIR","Living",0.083,"Sat","Living Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.033,"Sat","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.033,"Sat","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.283,"Sat","Kitchen Fridge"
"Door","PIR","Kitchen",0.117,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Seat","Pressure","Living",78.733,"Sat","Living Seat"
"Door","PIR","Living",0.083,"Sun","Living Door"
"Basin","PIR","Bathroom",3.117,"Sun","Bathroom Basin"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Seat","Pressure","Living",58.033,"Sun","Living Seat"
"Door","PIR","Living",0.183,"Sun","Living Door"
"Door","PIR","Bedroom",0.067,"Sun","Bedroom Door"
"Bed","Pressure","Bedroom",451.883,"Sun","Bedroom Bed"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Toilet","Flush","Bathroom",1.033,"Sun","Bathroom Toilet"
"Basin","PIR","Bathroom",1.167,"Sun","Bathroom Basin"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.033,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.117,"Sun","Kitchen Door"
"Toilet","Flush","Bathroom",1.383,"Sun","Bathroom Toilet"
"Basin","PIR","Bathroom",10.333,"Sun","Bathroom Basin"
"Toilet","Flush","Bathroom",0.55,"Sun","Bathroom Toilet"
"Door","PIR","Bedroom",0.15,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.017,"Sun","Bedroom Door"
"Door","PIR","Kitchen",0.067,"Sun","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.117,"Sun","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.283,"Sun","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Bedroom",0.067,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sun","Bedroom Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Seat","Pressure","Living",17.2,"Sun","Living Seat"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Maindoor","Magnetic","Entrance",0.15,"Sun","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.05,"Sun","Entrance Maindoor"
"Toilet","Flush","Bathroom",3.667,"Sun","Bathroom Toilet"
"Door","PIR","Bedroom",0.217,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.1,"Sun","Bedroom Door"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Seat","Pressure","Living",36.883,"Sun","Living Seat"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.067,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.117,"Sun","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",1.55,"Sun","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Door","PIR","Living",0.033,"Sun","Living Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.033,"Sun","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.033,"Sun","Living Door"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sun","Bedroom Door"
"Door","PIR","Living",0.083,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Maindoor","Magnetic","Entrance",0.117,"Sun","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.1,"Sun","Entrance Maindoor"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Door","PIR","Living",0.083,"Sun","Living Door"
"Toilet","Flush","Bathroom",1.167,"Sun","Bathroom Toilet"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Seat","Pressure","Living",103.767,"Sun","Living Seat"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.067,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.033,"Sun","Living Door"
"Door","PIR","Kitchen",0.067,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.1,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.183,"Sun","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Seat","Pressure","Living",64.9,"Sun","Living Seat"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.067,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Seat","Pressure","Living",54.9,"Sun","Living Seat"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Bedroom",0.033,"Mon","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Mon","Bedroom Door"
"Door","PIR","Living",0.067,"Mon","Living Door"
"Seat","Pressure","Living",58.233,"Mon","Living Seat"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Kitchen",0.1,"Mon","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Mon","Kitchen Door"
"Toilet","Flush","Bathroom",0.917,"Mon","Bathroom Toilet"
"Door","PIR","Bedroom",0.05,"Mon","Bedroom Door"
"Bed","Pressure","Bedroom",434,"Mon","Bedroom Bed"
"Door","PIR","Bedroom",0.033,"Mon","Bedroom Door"
"Toilet","Flush","Bathroom",1.067,"Mon","Bathroom Toilet"
"Door","PIR","Bedroom",0.067,"Mon","Bedroom Door"
"Bed","Pressure","Bedroom",43.683,"Mon","Bedroom Bed"
"Door","PIR","Bedroom",0.067,"Mon","Bedroom Door"
"Toilet","Flush","Bathroom",1.217,"Mon","Bathroom Toilet"
"Door","PIR","Living",0.1,"Mon","Living Door"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Kitchen",0.05,"Mon","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.067,"Mon","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.033,"Mon","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Mon","Kitchen Door"
"Door","PIR","Bedroom",0.033,"Mon","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Mon","Bedroom Door"
"Door","PIR","Kitchen",0.05,"Mon","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Mon","Kitchen Door"
"Door","PIR","Bedroom",0.05,"Mon","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Mon","Bedroom Door"
"Shower","PIR","Bathroom",6.233,"Mon","Bathroom Shower"
"Basin","PIR","Bathroom",9,"Mon","Bathroom Basin"
"Door","PIR","Bedroom",0.067,"Mon","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Mon","Bedroom Door"
"Basin","PIR","Bathroom",3.6,"Mon","Bathroom Basin"
"Toilet","Flush","Bathroom",0.933,"Mon","Bathroom Toilet"
"Door","PIR","Bedroom",0.05,"Mon","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Mon","Bedroom Door"
"Maindoor","Magnetic","Entrance",0.05,"Mon","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.1,"Mon","Entrance Maindoor"
"Door","PIR","Kitchen",0.033,"Mon","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.1,"Mon","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Mon","Kitchen Door"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Kitchen",0.05,"Mon","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Mon","Kitchen Door"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Seat","Pressure","Living",22.383,"Mon","Living Seat"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Kitchen",0.067,"Mon","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Mon","Kitchen Door"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Seat","Pressure","Living",17.933,"Mon","Living Seat"
"Door","PIR","Living",0.033,"Mon","Living Door"
"Maindoor","Magnetic","Entrance",0.067,"Mon","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.1,"Mon","Entrance Maindoor"
"Toilet","Flush","Bathroom",1.067,"Mon","Bathroom Toilet"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Kitchen",0.067,"Mon","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Mon","Kitchen Door"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Seat","Pressure","Living",113.467,"Mon","Living Seat"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Kitchen",0.083,"Mon","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Mon","Kitchen Door"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Living",0.033,"Mon","Living Door"
"Door","PIR","Kitchen",0.067,"Mon","Kitchen Door"
"Door","PIR","Kitchen",0.017,"Mon","Kitchen Door"
"Door","PIR","Bedroom",0.1,"Mon","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Mon","Bedroom Door"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Door","PIR","Living",0.05,"Mon","Living Door"
"Maindoor","Magnetic","Entrance",0.217,"Mon","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.05,"Tue","Entrance Maindoor"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.067,"Tue","Living Door"
"Door","PIR","Bedroom",0.033,"Tue","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Tue","Bedroom Door"
"Basin","PIR","Bathroom",1,"Tue","Bathroom Basin"
"Toilet","Flush","Bathroom",1.083,"Tue","Bathroom Toilet"
"Basin","PIR","Bathroom",1.017,"Tue","Bathroom Basin"
"Door","PIR","Bedroom",0.083,"Tue","Bedroom Door"
"Bed","Pressure","Bedroom",508.017,"Tue","Bedroom Bed"
"Door","PIR","Bedroom",0.05,"Tue","Bedroom Door"
"Toilet","Flush","Bathroom",1.317,"Tue","Bathroom Toilet"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.067,"Tue","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.017,"Tue","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.067,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Bedroom",0.05,"Tue","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Tue","Bedroom Door"
"Door","PIR","Kitchen",0.067,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Bedroom",0.033,"Tue","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Tue","Bedroom Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Seat","Pressure","Living",56.817,"Tue","Living Seat"
"Door","PIR","Living",0.067,"Tue","Living Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Basin","PIR","Bathroom",0.05,"Tue","Bathroom Basin"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.117,"Tue","Kitchen Fridge"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Bedroom",0.067,"Tue","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Tue","Bedroom Door"
"Door","PIR","Living",0.067,"Tue","Living Door"
"Seat","Pressure","Living",22.9,"Tue","Living Seat"
"Door","PIR","Living",0.067,"Tue","Living Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Toilet","Flush","Bathroom",1.533,"Tue","Bathroom Toilet"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Seat","Pressure","Living",53.667,"Tue","Living Seat"
"Door","PIR","Living",0.067,"Tue","Living Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.017,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Bedroom",0.033,"Tue","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Tue","Bedroom Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Basin","PIR","Bathroom",8.367,"Tue","Bathroom Basin"
"Shower","PIR","Bathroom",12,"Tue","Bathroom Shower"
"Basin","PIR","Bathroom",0.5,"Tue","Bathroom Basin"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Door","PIR","Bedroom",0.033,"Tue","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Tue","Bedroom Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Seat","Pressure","Living",22.017,"Tue","Living Seat"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Bedroom",0.05,"Tue","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Tue","Bedroom Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Maindoor","Magnetic","Entrance",0.067,"Tue","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.083,"Tue","Entrance Maindoor"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Seat","Pressure","Living",145.967,"Tue","Living Seat"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Door","PIR","Bedroom",0.067,"Tue","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Tue","Bedroom Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.083,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.267,"Tue","Kitchen Fridge"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Seat","Pressure","Living",10.267,"Tue","Living Seat"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.067,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Basin","PIR","Bathroom",0.917,"Tue","Bathroom Basin"
"Toilet","Flush","Bathroom",0.9,"Tue","Bathroom Toilet"
"Basin","PIR","Bathroom",0.383,"Tue","Bathroom Basin"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Maindoor","Magnetic","Entrance",0.183,"Tue","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.05,"Wed","Entrance Maindoor"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Bedroom",0.033,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Wed","Bedroom Door"
"Basin","PIR","Bathroom",0.583,"Wed","Bathroom Basin"
"Door","PIR","Bedroom",0.117,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Toilet","Flush","Bathroom",0.917,"Wed","Bathroom Toilet"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Door","PIR","Bedroom",0.1,"Wed","Bedroom Door"
"Bed","Pressure","Bedroom",440.733,"Wed","Bedroom Bed"
"Door","PIR","Bedroom",0.067,"Wed","Bedroom Door"
"Toilet","Flush","Bathroom",1.383,"Wed","Bathroom Toilet"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Wed","Bedroom Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Kitchen",0.067,"Wed","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.033,"Wed","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.033,"Wed","Kitchen Fridge"
"Door","PIR","Kitchen",0.017,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Kitchen",0.05,"Wed","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.067,"Wed","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Basin","PIR","Bathroom",0.05,"Wed","Bathroom Basin"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Basin","PIR","Bathroom",5.883,"Wed","Bathroom Basin"
"Toilet","Flush","Bathroom",1.283,"Wed","Bathroom Toilet"
"Basin","PIR","Bathroom",1.233,"Wed","Bathroom Basin"
"Door","PIR","Bedroom",0.067,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Wed","Bedroom Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Seat","Pressure","Living",10.033,"Wed","Living Seat"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Bedroom",0.083,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Wed","Bedroom Door"
"Door","PIR","Kitchen",0.067,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Wed","Kitchen Door"
"Door","PIR","Living",0.067,"Wed","Living Door"
"Seat","Pressure","Living",12.683,"Wed","Living Seat"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Maindoor","Magnetic","Entrance",0.05,"Wed","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.05,"Wed","Entrance Maindoor"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.05,"Wed","Kitchen Fridge"
"Door","PIR","Kitchen",0.017,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.517,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.067,"Wed","Living Door"
"Door","PIR","Kitchen",0.083,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Seat","Pressure","Living",10.45,"Wed","Living Seat"
"Door","PIR","Living",0.1,"Wed","Living Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.117,"Wed","Kitchen Fridge"
"Door","PIR","Kitchen",0.117,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Seat","Pressure","Living",27.783,"Wed","Living Seat"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Toilet","Flush","Bathroom",1.033,"Wed","Bathroom Toilet"
"Basin","PIR","Bathroom",0.183,"Wed","Bathroom Basin"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Door","PIR","Living",0.067,"Wed","Living Door"
"Toilet","Flush","Bathroom",1.333,"Wed","Bathroom Toilet"
"Basin","PIR","Bathroom",0.6,"Wed","Bathroom Basin"
"Maindoor","Magnetic","Entrance",0.083,"Wed","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.05,"Wed","Entrance Maindoor"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Seat","Pressure","Living",90.933,"Wed","Living Seat"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Toilet","Flush","Bathroom",5.183,"Wed","Bathroom Toilet"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Seat","Pressure","Living",92.733,"Wed","Living Seat"
"Door","PIR","Living",0.067,"Wed","Living Door"
"Door","PIR","Kitchen",0.067,"Wed","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.067,"Wed","Kitchen Fridge"
"Door","PIR","Kitchen",0.067,"Wed","Kitchen Door"
"Door","PIR","Bedroom",0.067,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Wed","Bedroom Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Bedroom",0.067,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Wed","Bedroom Door"
"Maindoor","Magnetic","Entrance",0.067,"Wed","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.117,"Wed","Entrance Maindoor"
"Door","PIR","Kitchen",0.05,"Wed","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.117,"Wed","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.033,"Wed","Kitchen Fridge"
"Door","PIR","Kitchen",0.067,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.083,"Wed","Living Door"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Wed","Bedroom Door"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Seat","Pressure","Living",77.617,"Wed","Living Seat"
"Door","PIR","Living",0.067,"Wed","Living Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.067,"Wed","Living Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Toilet","Flush","Bathroom",1.533,"Wed","Bathroom Toilet"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Door","PIR","Living",0.083,"Wed","Living Door"
